ai,method,protocol,protocol_display,groundtruth_path,groundtruth_sha256,status,parse_valid,sequence_similarity,matched_sequence_similarity,library_f1,library_precision,library_recall,edit_distance,predicted_library_count,ground_truth_library_count,fail_reason
GPT,Agent,indrop_v1,inDrop v1,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/indrop_v1.json,f62db4b8e989c6b341b7ba506b6ad2af18f56b864eb5c3616cae34e74a766fa0,ok,1,0.9621621621621621,0.9621621621621621,1.0,1.0,1.0,7.0,1.0,1.0,
GPT,Agent,s3_atac,s3-ATAC,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/s3_atac.json,c7914275984fde3a9ee3dcacff9d8fccc304ae797fe6c0c2610ffea6c745a8b8,ok,1,0.5,0.5,1.0,1.0,1.0,82.0,1.0,1.0,
GPT,Agent,cel_seq,CEL-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/cel_seq.json,845112da592d8a08df43f61a3cacfb10d84ddc84071398e1d3516f098ef3d525,ok,1,0.39072847682119205,0.39072847682119205,1.0,1.0,1.0,92.0,1.0,1.0,
GPT,Agent,split_seq,SPLiT-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/split_seq.json,707f7f693eb296ab0c74cdba88a6fbb6fac332ebf28a27d784954b29b3fa3484,ok,1,0.9743589743589743,0.9743589743589743,0.6666666666666666,0.5,1.0,6.0,2.0,1.0,
GPT,Agent,sci_rna_seq,sci-RNA-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/sci_rna_seq.json,cae8ecfb88ab3260c802d9148d1d0e1595b43b18051dfeb74fc828ca652dc15d,ok,1,0.9,0.9,1.0,1.0,1.0,19.0,1.0,1.0,
GPT,Agent,sci_atac_seq,sci-ATAC-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/sci_atac_seq.json,cc8cb6fae182ee5be0a7f58ee8cab07702730eabd6b9a0222def83255433524b,ok,1,0.6926829268292682,0.6926829268292682,1.0,1.0,1.0,63.0,1.0,1.0,
GPT,Agent,microwell_seq,Microwell-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/microwell_seq.json,1f8a847aa5c95f54e8630da6b7c0aded74d0ee03f82487fe42363a24afd53cd9,ok,1,0.9128440366972477,0.9128440366972477,0.6666666666666666,0.5,1.0,19.0,2.0,1.0,
GPT,Agent,scrrbs,scRRBS,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/scrrbs.json,a6d5de6b8ff263b97c1a1e6ffb1e6109b1be9d54807312560160ebf1afc7ced3,ok,1,0.9242424242424242,0.9242424242424242,1.0,1.0,1.0,10.0,1.0,1.0,
GPT,Agent,pip_seq_v4,PIP-seq v4,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/pip_seq_v4.json,c3a3e47dbc0cfd75a8e51186040fa3e00c411af820b6fae8f96572dc7162f587,ok,1,0.8416289592760181,0.8416289592760181,1.0,1.0,1.0,35.0,1.0,1.0,
GPT,Agent,scdamid,scDamID,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/scdamid.json,53b57e9ed78d0c0bcd12cca2f6558c81dc202ed8fd3f8b0fb7a878f3955543c6,ok,1,0.9821428571428571,0.9821428571428571,1.0,1.0,1.0,3.0,1.0,1.0,
GPT,Agent,ddseq_single_cell_3_rna_seq_kit,ddSEQ Single-Cell 3' RNA-Seq Kit,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/ddseq_single_cell_3_rna_seq_kit.json,935b011d033c8aa33842ece161e295bd6b3a5781cce6bb2461ba825da61320f0,ok,1,0.1950551156652694,0.1950551156652694,1.0,1.0,1.0,410.0,2.0,2.0,
GPT,Agent,smart_seq,SMART-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/smart_seq.json,0fbd3a59b6936da15afcc2c280a9e1fd4d8c944234ad378ed3065e7de53cbcfd,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unscorable_prediction:document.libraries must be a non-empty array when present
GPT,Agent,share_seq,SHARE-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/share_seq.json,ba22b79c41e0440dcbfbae1452cac28302efd849944069952bc6202cb54c97d7,ok,1,0.9704724409448819,0.9704724409448819,1.0,1.0,1.0,15.0,2.0,2.0,
GPT,Agent,dr_seq,DR-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/dr_seq.json,326e58349bc054d6441ed1f5beab6e5f9a421850a6df08b6727c0f057905ceb3,ok,1,0.06617647058823528,0.19852941176470584,0.5,1.0,0.3333333333333333,384.0,1.0,3.0,
GPT,Agent,petri_seq,PETRI-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/petri_seq.json,522c0095dc363f407dfbc923c3ee4ffebde239b534efe26ddbdbbf8987f8643a,ok,1,0.6424870466321244,0.6424870466321244,1.0,1.0,1.0,69.0,1.0,1.0,
Gemini,Agent,10x_chromium_single_cell_atac_v2,10x Chromium Single Cell ATAC v2,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/10x_chromium_single_cell_atac_v2.json,4bfb724357d02e73006b556511b1f164edeeed6dd5beef9c3b5e63eb8fe29707,ok,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
Gemini,Agent,10x_chromium_3_gene_expression_v4,10x Chromium 3' Gene Expression v4,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/10x_chromium_3_gene_expression_v4.json,ad859a454fc9b65162fe727cf23a878b19318a24f36c1e90d8c263886e131d57,ok,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
Gemini,Agent,10x_chromium_3_feature_barcoding,10x Chromium 3' Feature Barcoding,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/10x_chromium_3_feature_barcoding.json,1354a49531e094d18abbcd58952354e5c472872c17e04641d3869c8035c7d89d,ok,1,0.9976415094339622,0.9976415094339622,1.0,1.0,1.0,1.0,2.0,2.0,
Gemini,Agent,drop_seq,Drop-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/drop_seq.json,8406a618523b3dc399188d4b8932b05947fb77474d615757092f0ec38369b701,ok,1,0.8967391304347826,0.8967391304347826,0.5,0.3333333333333333,1.0,19.0,3.0,1.0,
Gemini,Agent,seq_well_s3,Seq-Well S3,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/seq_well_s3.json,95cb580f36a01f403dfba3c29b4ac59575f70cc03493399b910ff228b940277d,ok,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
Gemini,Agent,indrop_v1,inDrop v1,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/indrop_v1.json,f62db4b8e989c6b341b7ba506b6ad2af18f56b864eb5c3616cae34e74a766fa0,ok,1,0.9621621621621621,0.9621621621621621,1.0,1.0,1.0,7.0,1.0,1.0,
Gemini,Agent,s3_atac,s3-ATAC,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/s3_atac.json,c7914275984fde3a9ee3dcacff9d8fccc304ae797fe6c0c2610ffea6c745a8b8,ok,1,1.0,1.0,0.5,0.3333333333333333,1.0,0.0,3.0,1.0,
Gemini,Agent,cel_seq,CEL-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/cel_seq.json,845112da592d8a08df43f61a3cacfb10d84ddc84071398e1d3516f098ef3d525,ok,1,0.3841059602649006,0.3841059602649006,1.0,1.0,1.0,93.0,1.0,1.0,
Gemini,Agent,split_seq,SPLiT-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/split_seq.json,707f7f693eb296ab0c74cdba88a6fbb6fac332ebf28a27d784954b29b3fa3484,ok,1,0.8717948717948718,0.8717948717948718,0.6666666666666666,0.5,1.0,30.0,2.0,1.0,
Gemini,Agent,sci_rna_seq,sci-RNA-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/sci_rna_seq.json,cae8ecfb88ab3260c802d9148d1d0e1595b43b18051dfeb74fc828ca652dc15d,ok,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
Gemini,Agent,sci_atac_seq,sci-ATAC-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/sci_atac_seq.json,cc8cb6fae182ee5be0a7f58ee8cab07702730eabd6b9a0222def83255433524b,ok,1,0.7414634146341463,0.7414634146341463,1.0,1.0,1.0,53.0,1.0,1.0,
Gemini,Agent,microwell_seq,Microwell-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/microwell_seq.json,1f8a847aa5c95f54e8630da6b7c0aded74d0ee03f82487fe42363a24afd53cd9,ok,1,1.0,1.0,0.6666666666666666,0.5,1.0,0.0,2.0,1.0,
Gemini,Agent,scrrbs,scRRBS,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/scrrbs.json,a6d5de6b8ff263b97c1a1e6ffb1e6109b1be9d54807312560160ebf1afc7ced3,ok,1,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,11.0,1.0,1.0,
Gemini,Agent,pip_seq_v4,PIP-seq v4,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/pip_seq_v4.json,c3a3e47dbc0cfd75a8e51186040fa3e00c411af820b6fae8f96572dc7162f587,ok,1,0.8416289592760181,0.8416289592760181,1.0,1.0,1.0,35.0,1.0,1.0,
Gemini,Agent,scdamid,scDamID,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/scdamid.json,53b57e9ed78d0c0bcd12cca2f6558c81dc202ed8fd3f8b0fb7a878f3955543c6,ok,1,0.9821428571428571,0.9821428571428571,1.0,1.0,1.0,3.0,1.0,1.0,
Gemini,Agent,ddseq_single_cell_3_rna_seq_kit,ddSEQ Single-Cell 3' RNA-Seq Kit,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/ddseq_single_cell_3_rna_seq_kit.json,935b011d033c8aa33842ece161e295bd6b3a5781cce6bb2461ba825da61320f0,ok,1,0.06346840552709204,0.06346840552709204,1.0,1.0,1.0,479.0,2.0,2.0,
Gemini,Agent,smart_seq,SMART-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/smart_seq.json,0fbd3a59b6936da15afcc2c280a9e1fd4d8c944234ad378ed3065e7de53cbcfd,ok,1,0.3897058823529411,0.3897058823529411,1.0,1.0,1.0,83.0,1.0,1.0,
Gemini,Agent,share_seq,SHARE-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/share_seq.json,ba22b79c41e0440dcbfbae1452cac28302efd849944069952bc6202cb54c97d7,ok,1,0.9704724409448819,0.9704724409448819,1.0,1.0,1.0,15.0,2.0,2.0,
Gemini,Agent,dr_seq,DR-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/dr_seq.json,326e58349bc054d6441ed1f5beab6e5f9a421850a6df08b6727c0f057905ceb3,ok,1,0.06617647058823528,0.19852941176470584,0.5,1.0,0.3333333333333333,384.0,1.0,3.0,
Gemini,Agent,petri_seq,PETRI-seq,/Users/seqmachines/playground/libstruct-bench/analysis/library_structure/groundtruth/petri_seq.json,522c0095dc363f407dfbc923c3ee4ffebde239b534efe26ddbdbbf8987f8643a,ok,1,0.9698492462311558,0.9698492462311558,1.0,1.0,1.0,6.0,1.0,1.0,
